Mon Jul 18 12:33:28 MSK 2022;9f7147a0f0ee21fa4d03b73674fd830377517550;codestyle issue;codestyle issuegot rid of configurator;iOS Junior (left);43c75fe36c0c6f4edd6b11bfb0da561068c5b90e
Mon Jul 18 11:53:17 MSK 2022;43c75fe36c0c6f4edd6b11bfb0da561068c5b90e;"Revert ""merge dev""";"Revert ""merge dev""This reverts commit b83e85829f9147e56962982d75725a11432e0b5c.";iOS Junior (left);b83e85829f9147e56962982d75725a11432e0b5c
Mon Jul 18 11:18:58 MSK 2022;b83e85829f9147e56962982d75725a11432e0b5c;merge dev;merge dev;iOS Junior (left);a7e468202cb934fca8fd1aaedc2268b900b0b196
Mon Jul 18 11:12:42 MSK 2022;a7e468202cb934fca8fd1aaedc2268b900b0b196;foreign overview WIP;foreign overview WIPcodestyle issues, visual issues, rus locale for overview, removed herobrine;iOS Junior (left);24b655c4504c82cb4b248f0d88c8123df58a5bfa
Sun Jul 17 16:57:40 MSK 2022;371fab8d6893365d2e7ca70f433ac4a9e9f11ed7;Merge branch 'submodules' into 'dev';Merge branch 'submodules' into 'dev'SubmodulesSee merge request hse-apps/apps/HSEAppX!59;iOS Middle;96e54fb40927fab8743eccdfe47b5e326b122d7c
Sun Jul 17 16:57:40 MSK 2022;321a4aa094dd692926971b94e2fae3a89c87291a;Submodules;Submodules;iOS Lead;96e54fb40927fab8743eccdfe47b5e326b122d7c
Fri Jul 15 23:17:17 MSK 2022;24b655c4504c82cb4b248f0d88c8123df58a5bfa;sync files with new structure;sync files with new structureround round get around i get around;iOS Junior (left);51f7c30b47afd118d02f3b42a821cf48307d3fd4
Fri Jul 15 23:09:45 MSK 2022;51f7c30b47afd118d02f3b42a821cf48307d3fd4;dev -> MM 2 the empire strikes back;dev -> MM 2 the empire strikes back;iOS Junior (left);f1b64ac16f69886538da4020002594118921fe41
Fri Jul 15 18:19:25 MSK 2022;f1b64ac16f69886538da4020002594118921fe41;"Revert ""dev -> MM""";"Revert ""dev -> MM""This reverts commit c0a319420e706725b8c3fdb2f986a1a85a284441.";iOS Junior (left);e09607fc0327fdb7a43425d815365a1848c6ceb5
Fri Jul 15 18:19:07 MSK 2022;e09607fc0327fdb7a43425d815365a1848c6ceb5;"Revert ""Foreign Main API + LARGE TITLES""";"Revert ""Foreign Main API + LARGE TITLES""This reverts commit 99b5d8e0b3fba9d9f2635ab36b8a9c7414425e6c.";iOS Junior (left);99b5d8e0b3fba9d9f2635ab36b8a9c7414425e6c
Fri Jul 15 18:18:31 MSK 2022;99b5d8e0b3fba9d9f2635ab36b8a9c7414425e6c;Foreign Main API + LARGE TITLES;Foreign Main API + LARGE TITLES;iOS Junior (left);c0a319420e706725b8c3fdb2f986a1a85a284441
Fri Jul 15 17:10:42 MSK 2022;c0a319420e706725b8c3fdb2f986a1a85a284441;dev -> MM;dev -> MM;iOS Junior (left);999ce3154ab9416d1c651f483fae22839a6f291b
Fri Jul 15 17:07:58 MSK 2022;999ce3154ab9416d1c651f483fae22839a6f291b;Foreign Main API + LARGE TITLES;Foreign Main API + LARGE TITLES;iOS Junior (left);5727778993c26f509bc4a0a3fff20ee75d3f409f
Thu Jul 14 19:20:39 MSK 2022;96e54fb40927fab8743eccdfe47b5e326b122d7c;purposeOfBooking update after refresh in payload;purposeOfBooking update after refresh in payload;iOS Lead;f459c31abca19b617742b55fc9595649f275a755
Wed Jul 13 21:29:04 MSK 2022;f459c31abca19b617742b55fc9595649f275a755;Profile files structure refactoring;Profile files structure refactoring;iOS Middle;96638dbac9a8cc609dc769847ebaa44287cd8a17
Wed Jul 13 15:21:11 MSK 2022;96638dbac9a8cc609dc769847ebaa44287cd8a17;fix multiselect bug in buildings controller;fix multiselect bug in buildings controller;iOS Lead;34ba3436fccab156229e21896ae331e0dcae24fe
Wed Jul 13 12:29:53 MSK 2022;5727778993c26f509bc4a0a3fff20ee75d3f409f;Foreign main, Switch picker wip 2;Foreign main, Switch picker wip 2;iOS Junior (left);af726d59929cfa3eae635d88f09fbabe21598ec0
Tue Jul 12 18:30:47 MSK 2022;af726d59929cfa3eae635d88f09fbabe21598ec0;switch picker WIP;switch picker WIP;iOS Junior (left);1545b91c18699c01f084780695479393b1a2a055
Mon Jul 11 18:10:26 MSK 2022;34ba3436fccab156229e21896ae331e0dcae24fe;remove unused var in radiobuttonViewModel;remove unused var in radiobuttonViewModel;iOS Lead;f674b01ef058a32b607765ff8e5b10523c7a6b7d
Thu Jul 07 13:02:38 MSK 2022;f674b01ef058a32b607765ff8e5b10523c7a6b7d;fix snackbar event typo in foreigners;fix snackbar event typo in foreigners;iOS Lead;a2c73f88aae75343e2fb02982098530a0cc52864
Thu Jul 07 12:39:51 MSK 2022;1545b91c18699c01f084780695479393b1a2a055;codestyle issues;codestyle issues;iOS Junior (left);80eae8e34836f71d5fa4453a94aef4f9c4daec86
Thu Jul 07 12:33:11 MSK 2022;80eae8e34836f71d5fa4453a94aef4f9c4daec86;;foreign main WIP (in branch);iOS Junior (left);e839046a92e877b714b12c45d3b288e46996a3f7
Thu Jul 07 09:48:04 MSK 2022;a2c73f88aae75343e2fb02982098530a0cc52864;"Revert """"";"Revert """"This reverts commit 66b2c2a761eeb3283db120491e37069a93c61fba";iOS Junior (left);66b2c2a761eeb3283db120491e37069a93c61fba
Thu Jul 07 08:38:56 MSK 2022;66b2c2a761eeb3283db120491e37069a93c61fba;;foreign main WIP;iOS Junior (left);e839046a92e877b714b12c45d3b288e46996a3f7
Thu Jul 07 00:43:49 MSK 2022;e839046a92e877b714b12c45d3b288e46996a3f7;Merge remote-tracking branch 'origin/dev' into dev;Merge remote-tracking branch 'origin/dev' into dev;iOS Junior (left);b6d8a5d8c7f5dda812e3a5d6d80b50c03e67d6a6
Wed Jul 06 18:01:14 MSK 2022;ce474cf16644f695665bfd20715f09b26274d960;yearmonthday wrapper in foreign;yearmonthday wrapper in foreign;iOS Lead;3846e47a994f7e09c4be4dd377012caa1a8b92b1
Wed Jul 06 17:56:57 MSK 2022;3846e47a994f7e09c4be4dd377012caa1a8b92b1;fingers + med controllers in forign;fingers + med controllers in forign;iOS Lead;bdc9a4ac5b3de59fd9b002bff191b13019b16289
Wed Jul 06 16:51:51 MSK 2022;bdc9a4ac5b3de59fd9b002bff191b13019b16289;forign form renewal WIP;forign form renewal WIP;iOS Lead;7623dd840995180d1b2b9338e933d66559b1cf6a
Wed Jul 06 15:56:00 MSK 2022;7623dd840995180d1b2b9338e933d66559b1cf6a;forigners WIP;forigners WIP;iOS Lead;196f8d3734bea4cd80855cdd8ac0231c057055e7
Tue Jul 05 14:30:46 MSK 2022;196f8d3734bea4cd80855cdd8ac0231c057055e7;minor fix in alert presentation in deadlines;minor fix in alert presentation in deadlines;iOS Lead;a13bf42ce9104c114fece88261bbe71fddc9c0e7
Tue Jul 05 14:13:20 MSK 2022;a13bf42ce9104c114fece88261bbe71fddc9c0e7;return clear background in status header;return clear background in status header;iOS Lead;a23fda9081baf0c14d9f24d5e369deda9e8485f3
